group,name,version,github_url,stars,forks,open_issues,contributors,watchers,downloads,dependencies,license,documentation,test_code,build_status,vulnerabilities,badges,website,releases,closed_issues,commit_frequency,usage
groupId,artifactId,version,githubUrl,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
ai.h2o,h2o-core,0.1.3,https://github.com/0xdata/h2o,2224,561,18,101,484,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,29,0,N/A
ai.djl,api,0.2.0,https://github.com/awslabs/djl,4084,650,156,127,104,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://djl.ai,31,2999,0,N/A
cn.hutool,hutool-parent,4.0.0,https://github.com/looly/hutool.git,29022,7496,4,398,614,0,0,Other,N/A,N/A,N/A,0,N/A,https://hutool.cn,145,3687,0,N/A
cn.hippo4j,hippo4j-all,0.0.1,https://github.com/acmenlt/dynamic-threadpool.git,5516,1165,132,163,78,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://hippo4j.cn,18,1428,0,N/A
co.elastic.apm,apm-agent-parent,1.18.0,https://github.com/elastic/apm-agent-java,567,320,170,140,262,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://www.elastic.co/guide/en/apm/agent/java/current/index.html,78,3640,0,N/A
com.amazon.redshift,redshift-jdbc42,2.0.0.3,https://github.com/aws/amazon-redshift-jdbc-driver,61,31,21,16,11,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,36,89,0,N/A
com.aerospike,aerospike-client,3.0.22,https://github.com/aerospike/aerospike-client-java,236,212,10,73,74,0,0,Other,N/A,N/A,N/A,0,N/A,,0,329,0,N/A
com.adobe.cq,core.wcm.components.core,2.2.0,https://github.com/Adobe-Marketing-Cloud/aem-core-wcm-components/tree/master/bundles/core,737,745,468,128,128,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://docs.adobe.com/content/help/en/experience-manager-core-components/using/introduction.html,74,2317,0,N/A
com.adobe.acs,acs-aem-commons,4.6.0,https://github.com/Adobe-Consulting-Services/acs-aem-commons/tree/master,453,599,295,230,101,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://adobe-consulting-services.github.io/acs-aem-commons/,159,3117,0,N/A
com.alibaba,fastjson,1.2.25,https://github.com/alibaba/fastjson,25729,6503,2111,209,1290,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://github.com/alibaba/fastjson2/wiki/fastjson_1_upgrade_cn,84,2383,0,N/A
com.amazonaws,aws-java-sdk-s3,1.9.0,https://github.com/aws/aws-sdk-java.git,4120,2827,0,212,289,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://aws.amazon.com/sdkforjava,0,2922,0,N/A
com.amazonaws,aws-encryption-sdk-java,0.0.1,https://github.com/awslabs/aws-encryption-sdk-java.git,220,122,34,38,35,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://docs.aws.amazon.com/encryption-sdk/latest/developer-guide/introduction.html,29,2010,0,N/A
com.alipay.sofa,hessian,3.3.0,http://github.com/alipay/sofa-hessian/tree/master,139,52,16,9,25,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,19,103,0,N/A
com.amazon.ion,ion-java,1.4.0,https://github.com/amzn/ion-java.git,864,110,157,43,39,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://amazon-ion.github.io/ion-docs/,48,798,0,N/A
com.amazonaws,aws-dynamodb-encryption-java,1.11.0,https://github.com/awslabs/aws-dynamodb-encryption-java.git,137,73,35,27,31,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,18,1074,0,N/A
com.bstek.ureport,ureport2-core,2.0.0,https://github.com/jacky6024/ureport2,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
com.bmuschko,gradle-vagrant-plugin,2.2,https://github.com/bmuschko/gradle-vagrant-plugin,48,11,6,4,5,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,14,0,N/A
com.bstek.uflo,uflo-core,2.0.0,https://github.com/youseries/uflo,571,236,33,3,56,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,7,73,0,N/A
com.browserup,browserup-proxy,1.1.0,https://github.com/browserup/browserup-proxy,164,41,48,82,14,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://browserup.com,9,345,0,N/A
com.cedarsoftware,json-io,2.2.25,https://github.com/jdereg/json-io,330,115,4,37,26,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,292,0,N/A
com.clickhouse,clickhouse-r2dbc,0.4.0,https://github.com/ClickHouse/clickhouse-jdbc/clickhouse-r2dbc,1438,529,271,167,54,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://clickhouse.com,45,1577,0,N/A
com.clickhouse,clickhouse-client,0.3.2-test1,https://github.com/ClickHouse/clickhouse-jdbc/clickhouse-client,1438,529,271,167,54,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://clickhouse.com,45,1577,0,N/A
com.clickhouse,clickhouse-jdbc,0.3.2-test1,https://github.com/ClickHouse/clickhouse-jdbc/clickhouse-jdbc,1438,529,271,167,54,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://clickhouse.com,45,1577,0,N/A
com.clever-cloud,biscuit-java,0.2.1,https://github.com/clevercloud/biscuit-java.git,0,0,0,8,1,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://github.com/biscuit-auth/biscuit,2,0,0,N/A
com.charleskorn.kaml,kaml,0.1.0,http://github.com/charleskorn/kaml,515,50,15,28,7,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,70,587,0,N/A
com.cronutils,cron-utils,1.0.0,https://github.com/jmrozanec/cron-utils,1148,262,46,117,33,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://cron-utils.com,42,580,0,N/A
com.cosium.vet,vet,1.0,https://github.com/Cosium/vet,20,4,4,1,5,0,0,MIT License,N/A,N/A,N/A,0,N/A,,27,22,0,N/A
com.datadoghq,datadog-api-client,1.0.0-beta.6,https://github.com/DataDog/datadog-api-client-java,63,31,28,163,499,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://www.javadoc.io/doc/com.datadoghq/datadog-api-client,49,2484,0,N/A
com.ctrip.framework.apollo,apollo,1.0.0,https://github.com/ctripcorp/apollo,29087,10199,150,177,1258,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://www.apolloconfig.com,40,4798,0,N/A
com.diamondq.common,common-thirdparty.jcasbin,1.4.0,https://github.com/diamondq/osgi-thirdparty/tree/master/common-thirdparty.jcasbin,0,0,7,2,2,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,26,0,N/A
com.diffplug.gradle,goomph,0.1.0,https://github.com/diffplug/goomph,130,30,8,46,7,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,208,0,N/A
com.diffplug.spotless,spotless-eclipse-cdt,9.4.3,https://github.com/diffplug/eclipse-cdt,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
com.diffplug.spotless,spotless-maven-plugin,1.0.0.BETA1,https://github.com/diffplug/plugin-maven,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
com.diffplug.spotless,spotless-plugin-gradle,3.0.0.BETA2,https://github.com/diffplug/plugin-gradle,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
com.diffplug.spotless,spotless-eclipse-groovy,2.9.2,https://github.com/diffplug/eclipse-groovy,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
com.diffplug.spotless,spotless-eclipse-wtp,3.9.5,https://github.com/diffplug/eclipse-wtp,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
com.epam.reportportal,service-api,5.3.1,https://github.com/reportportal/service-api/tree/master,44,65,32,54,29,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,11,2027,0,N/A
com.fasterxml.woodstox,woodstox-core,5.0.0,https://github.com/FasterXML/woodstox,225,81,37,30,13,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,173,0,N/A
com.fastasyncworldedit,FastAsyncWorldEdit-Bukkit,2.0.0,https://github.com/IntellectualSites/FastAsyncWorldEdit,610,216,70,173,26,0,0,Other,N/A,N/A,N/A,0,N/A,,41,2812,0,N/A
com.fasterxml.jackson.core,jackson-databind,2.0.0,http://github.com/FasterXML/jackson-databind,3517,1378,487,285,169,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,4092,0,N/A
com.fasterxml.jackson.dataformat,jackson-dataformats-text,2.9.0.pr2,http://github.com/FasterXML/jackson-dataformats-text,404,148,97,35,13,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,398,0,N/A
com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.2.0-beta1,http://github.com/FasterXML/jackson-datatype-jsr310,92,65,0,26,15,0,0,N/A,N/A,N/A,N/A,0,N/A,,0,30,0,N/A
com.fasterxml.jackson.dataformat,jackson-dataformat-xml,2.0.0-RC1,http://github.com/FasterXML/jackson-xml-databind,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
com.fasterxml.util,java-merge-sort,0.6.0,http://github.com/cowtowncoder/java-merge-sort,83,31,5,7,16,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,17,0,N/A
com.github.junrar,junrar,0.7,https://github.com/junrar/junrar.git,287,77,10,26,15,0,0,Other,N/A,N/A,N/A,0,N/A,,17,170,0,N/A
com.github.samtools,htsjdk,1.128,https://github.com/samtools/htsjdk.git,283,243,311,145,50,0,0,N/A,N/A,N/A,N/A,0,N/A,http://samtools.github.io/htsjdk/,83,1395,0,N/A
com.github.kfcfans,powerjob,1.0.0,https://github.com/KFCFans/OhMyScheduler,6785,1194,274,35,123,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://www.powerjob.tech/,49,725,0,N/A
com.github.kevinsawicki,http-request,0.1,https://github.com/kevinsawicki/http-request,3354,843,85,16,227,0,0,MIT License,N/A,N/A,N/A,0,N/A,http://kevinsawicki.github.io/http-request,0,92,0,N/A
com.github.fracpete,vfsjfilechooser2,0.2.7,https://github.com/fracpete/vfsjfilechooser2,8,9,3,3,4,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,1,13,0,N/A
com.github.pagehelper,pagehelper,3.5.0,https://github.com/pagehelper/Mybatis-PageHelper.git,12193,3131,51,49,506,0,0,MIT License,N/A,N/A,N/A,0,N/A,https://mybatis.io,14,782,0,N/A
com.github.seancfoley,ipaddress,2.0.0,https://github.com/seancfoley/IPAddress/tree/master,468,63,0,6,20,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://seancfoley.github.io/IPAddress/,28,128,0,N/A
com.github.wxpay,wxpay-sdk,0.0.1,https://github.com/wxpay/WXPay-SDK-Java,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
com.github,hyavijava,1.0.0,https://github.com/hyavijava/hyavijava,4,1,0,28,0,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",N/A,N/A,N/A,0,N/A,,1,1,0,N/A
com.glazedlists,glazedlists,1.11.0,https://github.com/glazedlists/glazedlists,168,31,149,16,14,0,0,Other,N/A,N/A,N/A,0,N/A,,5,557,0,N/A
com.google.cloud.tools,jib-core,0.1.0,https://github.com/GoogleContainerTools/jib,13636,1436,207,120,327,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,161,4107,0,N/A
com.googlecode.aviator,aviator,5.2.1,https://github.com/killme2008/aviator.git,4475,834,58,23,173,0,0,N/A,N/A,N/A,N/A,0,N/A,http://fnil.net/aviator/,52,587,0,N/A
com.googlecode.wicket-jquery-ui,wicket-jquery-ui-parent,6.7.0,https://github.com/sebfz1/wicket-jquery-ui.git,92,58,33,19,16,0,0,Other,N/A,N/A,N/A,0,N/A,http://www.7thweb.net/wicket-jquery-ui/,22,336,0,N/A
com.google.protobuf,protobuf-parent,3.0.0-beta-3,https://github.com/google/protobuf,65376,15457,327,1260,2047,0,0,Other,N/A,N/A,N/A,0,N/A,http://protobuf.dev,171,18090,0,N/A
com.graphql-java,graphql-java,1.2,https://github.com/andimarek/graphql-java,0,1,0,2,2,0,0,MIT License,N/A,N/A,N/A,0,N/A,,0,0,0,N/A
com.h2database,h2,1.4.198,https://github.com/h2database/h2database,4186,1193,367,193,134,0,0,Other,N/A,N/A,N/A,0,N/A,https://h2database.com,23,3759,0,N/A
com.hubspot.jinjava,jinjava,1.0.0,https://github.com/HubSpot/jinjava.git,694,169,107,116,157,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,12,1102,0,N/A
com.ibeetl,beetl,2.2.5,https://github.com/javamonkey/beetl2.0.git,414,113,44,12,50,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",N/A,N/A,N/A,0,N/A,,0,358,0,N/A
com.jason-goodwin,authentikat-jwt_2.12,0.4.4,https://github.com/jasongoodwin/authentikat-jwt.git,133,46,9,11,9,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,33,0,N/A
com.jfinal,jfinal,1.4.0,https://github.com/jfinal/jfinal.git,3234,1321,12,23,356,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://jfinal.com,0,194,0,N/A
com.jsoniter,jsoniter,0.9.1,http://github.com/json-iterator/java/tree/master,1506,519,109,17,117,0,0,MIT License,N/A,N/A,N/A,0,N/A,http://jsoniter.com/,4,244,0,N/A
com.liferay,com.liferay.portal.tools.bundle.support,3.2.7,http://github.com/liferay/liferay-portal,2086,3622,58,1553,165,0,0,Other,N/A,N/A,N/A,0,N/A,http://liferay.com,139,6020,0,N/A
com.liferay.portal,release.dxp.bom,7.1.10,https://github.com/liferay/liferay-portal-ee,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
com.liferay.portal,release.dxp.bom,7.3.10.ep3,https://github.com/liferay/liferay-portal,2086,3622,58,1553,165,0,0,Other,N/A,N/A,N/A,0,N/A,http://liferay.com,139,6020,0,N/A
com.linecorp.centraldogma,centraldogma-server-auth-saml,0.33.0,https://github.com/line/centraldogma,599,117,168,41,33,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://line.github.io/centraldogma/,123,870,0,N/A
com.linecorp.armeria,armeria-saml,0.69.0,https://github.com/line/armeria,4801,914,665,254,185,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://armeria.dev,243,5226,0,N/A
com.microsoft.commondatamodel,objectmodel,1.0.6,http://github.com/Microsoft/CDM,1671,527,24,25,155,0,0,Creative Commons Attribution 4.0 International,N/A,N/A,N/A,0,N/A,https://powerplatform.microsoft.com/en-us/common-data-model/,0,361,0,N/A
com.mapbox.mapboxsdk,mapbox-android-core,0.1.0,https://github.com/mapbox/mapbox-events-android,60,48,22,26,105,0,0,MIT License,N/A,N/A,N/A,0,N/A,https://docs.mapbox.com/android/core/overview,80,558,0,N/A
com.monitorjbl,xlsx-streamer,0.2.3,https://github.com/monitorjbl/excel-streaming-reader.git,951,343,100,37,66,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,22,168,0,N/A
com.microsoft.azure,msal4j,1.14.4-beta,https://github.com/AzureAD/microsoft-authentication-library-for-java,285,142,61,45,53,0,0,MIT License,N/A,N/A,N/A,0,N/A,,51,802,0,N/A
com.nablarch.framework,nablarch-fw-web,1.2.2,https://github.com/nablarch/workspace/tree/master,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
com.neovisionaries,nv-websocket-client,1.0,https://github.com/TakahikoKawasaki/nv-websocket-client.git,2027,292,92,10,65,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,159,0,N/A
com.nepxion,discovery,1.0.0,https://github.com/Nepxion/Discovery,5611,1425,11,19,238,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://www.nepxion.com,130,185,0,N/A
com.netflix.hollow,hollow,2.0.0,https://github.com/Netflix/hollow.git,1202,215,137,68,377,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,282,556,0,N/A
com.netflix.conductor,conductor-core,0.0.4,https://github.com/Netflix/conductor.git,12823,2336,164,303,552,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,319,3115,0,N/A
com.mysql,mysql-connector-j,8.0.31,https://github.com/mysql/mysql-connector-j,898,588,2,25,79,0,0,Other,N/A,N/A,N/A,0,N/A,,0,111,0,N/A
com.pubnub,pubnub-kotlin,4.0.0,https://github.com/pubnub/kotlin,7,9,10,17,14,0,0,Other,N/A,N/A,N/A,0,N/A,,55,286,0,N/A
com.predic8,soa-model-parent,1.5.4,https://github.com/membrane/soa-model,94,73,56,33,23,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://www.membrane-soa.org/soa-model/,32,239,0,N/A
com.progsbase.libraries,JSON,0.3.7,https://github.com/InductiveComputerScience/JSON,0,0,3,2,2,0,0,MIT License,N/A,N/A,N/A,0,N/A,https://repo.progsbase.com/repoviewer/no.inductive.idea10.programs/JSON/latest/,0,1,0,N/A
com.pubnub,pubnub,3.4,https://github.com/pubnub/java,673,0,8,32,187,0,0,Other,N/A,N/A,N/A,0,N/A,,72,289,0,N/A
com.rabbitmq.jms,rabbitmq-jms,1.4.7,https://github.com/rabbitmq/rabbitmq-jms-client,63,50,6,34,30,0,0,Other,N/A,N/A,N/A,0,N/A,,57,503,0,N/A
com.schibsted.security,strongbox-sdk,0.4.0,https://github.com/schibsted/strongbox,239,23,18,10,11,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://schibsted.github.io/strongbox/,9,100,0,N/A
com.sonyericsson.hudson.plugins.gerrit,gerrit-trigger,2.0,http://github.com/hudson/gerrit-trigger-plugin,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
com.softwaremill.akka-http-session,core_2.13,0.5.7,https://github.com/softwaremill/core,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
com.squareup,connect,2.0.2,https://github.com/square/connect-java-sdk/,39,25,3,21,21,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,36,86,0,N/A
com.squareup.okio,okio-jvm,3.0.0-alpha.10,https://github.com/square/okio/,8768,1176,91,102,264,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://square.github.io/okio/,1,1417,0,N/A
com.tencyle.fixes,org.codehaus.jettison--jettison,1.1-tencyle-2.1.0,https://github.com/tencyle-fixes/jettison/tree/backport-jettison-1.1,0,0,0,7,0,0,0,N/A,N/A,N/A,N/A,0,N/A,,0,0,0,N/A
com.upokecenter,cbor,0.23.0,https://github.com/peteroupc/CBOR,203,29,3,7,13,0,0,The Unlicense,N/A,N/A,N/A,0,N/A,,44,74,0,N/A
com.upokecenter,cbor,4.0.0,https://github.com/peteroupc/CBOR-Java,42,10,1,3,7,0,0,The Unlicense,N/A,N/A,N/A,0,N/A,,20,23,0,N/A
com.typesafe.akka,akka-stream-kafka,0.11-M1,https://github.com/akka/reactive-kafka.git,1417,387,111,131,73,0,0,Other,N/A,N/A,N/A,0,N/A,https://doc.akka.io/docs/alpakka-kafka/current/home.html,63,1672,0,N/A
com.typesafe.akka,akka-http-core_2.13,10.1.8,https://github.com/akka/akka-http,1337,594,573,359,69,0,0,Other,N/A,N/A,N/A,0,N/A,https://doc.akka.io/docs/akka-http,65,3853,0,N/A
com.typesafe.play,play-ws_2.12,2.6.0-M1,https://github.com/playframework/playframework,12540,4094,449,979,629,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://www.playframework.com,74,12203,0,N/A
com.usthe.sureness,sureness-core,0.0.1,https://github.com/tomsun28/sureness,861,160,21,17,30,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://usthe.com/sureness,23,163,0,N/A
com.vaadin,vaadin-server,7.4.0,https://github.com/vaadin/vaadin,551,50,0,20,33,0,0,N/A,N/A,N/A,N/A,0,N/A,https://vaadin.com/docs/latest/ds/overview,19,67,0,N/A
com.twitter,twitter-server_2.12,1.26.0,https://github.com/twitter/twitter-server.git,1574,265,3,127,190,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://twitter.github.io/twitter-server/,75,74,0,N/A
com.wire,lithium,3.3.0,https://github.com/wireapp/lithium,77,16,11,12,14,0,0,GNU General Public License v3.0,N/A,N/A,N/A,0,N/A,,24,121,0,N/A
com.webauthn4j,webauthn4j-spring-security-core,0.7.0.RELEASE,https://github.com/webauthn4j/webauthn4j-spring-security,190,46,14,11,14,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,11,1529,0,N/A
com.wix,wix-embedded-mysql,1.0.0,https://github.com/wix/wix-embedded-mysql.git,381,82,38,24,356,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",N/A,N/A,N/A,0,N/A,,0,171,0,N/A
com.xuxueli,xxl-job,1.4.1,https://github.com/xuxueli/xxl-job.git,27448,10860,1436,87,951,0,0,GNU General Public License v3.0,N/A,N/A,N/A,0,N/A,http://www.xuxueli.com/xxl-job/,33,2103,0,N/A
