group,name,version,github_url,stars,forks,open_issues,contributors,watchers,downloads,dependencies,license,documentation,test_code,build_status,vulnerabilities,badges,website,releases,closed_issues,commit_frequency,usage
org.apache.inlong,inlong,1.1.0-incubating,https://github.com/apache/incubator-inlong,1375,533,176,186,69,0,0,Apache License 2.0,,,,0,,https://inlong.apache.org/,15,11062,0,
org.apache.inlong,inlong,1.4.0,https://github.com/apache/inlong,1375,533,176,186,69,0,0,Apache License 2.0,,,,0,,https://inlong.apache.org/,15,11062,0,
org.apache.heron,heron-simulator,0.20.1-incubating-rc2,https://github.com/apache/incubator-heron.git,3645,597,410,145,283,0,0,Apache License 2.0,,,,0,,https://heron.apache.org/,56,3417,0,
org.apache.guacamole,guacamole-common,0.9.10-incubating,https://github.com/apache/incubator-guacamole-client,1391,702,42,112,85,0,0,Apache License 2.0,,,,0,,,0,979,0,
org.apache.linkis,linkis,1.0.3,https://github.com/apache/incubator-linkis,3298,1164,166,195,263,0,0,Apache License 2.0,,,,0,,https://linkis.apache.org/,31,4921,0,
org.apache.iotdb,iotdb-parent,0.8.0,https://github.com/apache/incubator-iotdb,5557,999,451,298,125,0,0,Apache License 2.0,,,,0,,https://iotdb.apache.org/,37,13020,0,
org.apache.seatunnel,seatunnel-web,1.0.0,https://github.com/apache/seatunnel-web,520,253,20,145,23,0,0,Apache License 2.0,,,,0,,https://seatunnel.apache.org/,0,204,0,
org.apache.pulsar,pulsar,1.19.0-incubating,https://github.com/apache/incubator-pulsar,14159,3569,1413,711,405,0,0,Apache License 2.0,,,,0,,https://pulsar.apache.org/,92,21284,0,
org.apache.openmeetings,openmeetings-parent,4.0.0,https://github.com/apache/openmeetings/tree/4.0.0RC2,633,259,8,22,61,0,0,Other,,,,0,,,10,186,0,
org.apache.rocketmq,rocketmq-all,4.5.2,https://github.com/apache/rocketmq.git,21136,11646,430,647,872,0,0,Apache License 2.0,,,,0,,https://rocketmq.apache.org/,20,7972,0,
org.apache.servicecomb,java-chassis,1.0.0,https://github.com/apache/incubator-servicecomb-java-chassis,1904,810,146,153,135,0,0,Apache License 2.0,,,,0,,,90,4406,0,
org.apache.shenyu,shenyu,2.4.0,https://github.com/apache/incubator-shenyu,8425,2923,166,405,299,0,0,Apache License 2.0,,,,0,,https://shenyu.apache.org/,10,5506,0,
org.apache.streampipes,streampipes-parent,0.66.0,https://github.com/apache/incubator-streampipes,598,176,162,94,27,0,0,Apache License 2.0,,,,0,,https://streampipes.apache.org,18,2968,0,
org.apache.shardingsphere,shardingsphere,4.0.0-RC3,https://github.com/apache/incubator-shardingsphere.git,19828,6711,470,701,1005,0,0,Apache License 2.0,,,,0,,,56,32392,0,
org.bedework,bw-webdav,4.0.1,https://github.com/Bedework/bw-webdav,4,5,0,7,11,0,0,,,,,0,,,0,2,0,
org.bouncycastle,bctls-jdk15to18,1.63,https://github.com/bcgit/bc-java,2293,1133,312,140,134,0,0,MIT License,,,,0,,https://www.bouncycastle.org/java.html,0,1465,0,
org.boofcv,boofcv-core,0.27,https://github.com/lessthanoptimal/BoofCV,1072,257,48,24,68,0,0,,,,,0,,http://boofcv.org,12,383,0,
org.biscuitsec,biscuit,3.0.0,https://github.com/biscuit-auth/biscuit-java.git,29,13,21,11,6,0,0,Apache License 2.0,,,,0,,https://biscuitsec.org/,23,86,0,
org.bonitasoft.console,bonita-web-server,9.0.0,http://github.com/bonitasoft/bonita-engine,152,84,1,38,56,0,0,GNU Lesser General Public License v2.1,,,,0,,,0,282,0,
org.bedework.caleng,bw-calendar-engine,3.12.0,https://github.com/Bedework/bw-calendar-engine,11,8,3,4,10,0,0,,,,,0,,,0,7,0,
org.checkerframework.annotatedlib,commons-io,2.6,https://github.com/typetools/commons-io.git,1,1,1,79,6,0,0,Apache License 2.0,,,,0,,,0,42,0,
org.clojure,clojure,1.7.0,https://github.com/clojure/clojure.git,10452,1462,0,197,681,0,0,,,,,0,,https://clojure.org,0,96,0,
org.codehaus.groovy,groovy,2.0.0,https://github.com/groovy/groovy-core.git,1485,432,10,183,126,0,0,Apache License 2.0,,,,0,,,0,677,0,
org.cloudfoundry.identity,cloudfoundry-identity-server,3.0.0,https://github.com/cloudfoundry/uaa,1581,827,35,259,163,0,0,Apache License 2.0,,,,0,,,271,3031,0,
org.codelibs.fess,fess,10.3.0-beta1,https://github.com/codelibs/fess,990,167,29,45,64,0,0,Apache License 2.0,,,,0,,https://fess.codelibs.org,166,2809,0,
org.cyclonedx,cyclonedx-core-java,2.1.0,https://github.com/CycloneDX/cyclonedx-core-java.git,81,60,39,34,9,0,0,Apache License 2.0,,,,0,,https://cyclonedx.org/,3,485,0,
org.dom4j,dom4j,2.0.0-RC1,https://github.com/dom4j/dom4j.git,910,241,84,10,60,0,0,Other,,,,0,,https://dom4j.github.io,13,102,0,
org.eclipse.edc,transfer-data-plane,0.5.0,https://github.com/eclipse-edc/Connector.git,271,232,31,81,20,0,0,Apache License 2.0,,,,0,,,30,4063,0,
org.eclipse.parsson,project,1.0.0,https://github.com/eclipse-ee4j/parsson,10,20,30,9,16,0,0,Other,,,,0,,,12,99,0,
org.eclipse.ditto,ditto,3.0.0,https://github.com/eclipse/ditto.git,676,220,82,82,34,0,0,Eclipse Public License 2.0,,,,0,,https://eclipse.dev/ditto/,76,1898,0,
org.eclipse.lyo,lyo-parent,4.0.0.RC,https://github.com/eclipse/lyo,14,16,152,47,7,0,0,Eclipse Public License 2.0,,,,0,,https://oslc.github.io/developing-oslc-applications/eclipse_lyo/eclipse-lyo.html,16,475,0,
org.elasticsearch,elasticsearch-hadoop,0.8.0,http://github.com/elasticsearch/elasticsearch,69734,24678,4690,2213,2677,0,0,Other,,,,0,,https://www.elastic.co/products/elasticsearch,156,109137,0,
org.eclipse.rdf4j,rdf4j,2.0M1,https://github.com/eclipse/rdf4j,361,163,327,102,24,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",,,,0,,https://rdf4j.org/,102,4542,0,
org.elasticsearch,elasticsearch,7.0.0,https://github.com/elastic/elasticsearch.git,69734,24678,4690,2213,2677,0,0,Other,,,,0,,https://www.elastic.co/products/elasticsearch,156,109137,0,
org.graylog,graylog-parent,2.2.0-alpha.1,https://github.com/Graylog2/graylog2-server,7351,1057,1788,179,241,0,0,Other,,,,0,,https://www.graylog.org,0,18749,0,
org.http4s,http4s-async-http-client_2.13,0.21.0-M1,https://github.com/http4s/http4s,2549,788,328,472,72,0,0,Apache License 2.0,,,,0,,https://http4s.org/,234,7043,0,
org.htmlunit,htmlunit,3.0.0,https://github.com/HtmlUnit/htmlunit,867,172,149,49,24,0,0,Apache License 2.0,,,,0,,https://www.htmlunit.org,60,724,0,
org.http4s,blaze-core_2.13,0.14.5,https://github.com/http4s/blaze,350,63,90,138,25,0,0,Apache License 2.0,,,,0,,,23,810,0,
org.hjson,hjson,1.0.0,https://github.com/laktak/hjson-java,159,24,6,7,12,0,0,MIT License,,,,0,,https://hjson.github.io/,4,32,0,
org.java-websocket,Java-WebSocket,1.3.0,https://github.com/TooTallNate/Java-WebSocket.git,10481,2577,45,101,382,0,0,MIT License,,,,0,,http://tootallnate.github.io/Java-WebSocket,18,1387,0,
org.javadelight,delight-nashorn-sandbox,0.0.8,https://github.com/javadelight/delight-nashorn-sandbox,268,81,53,33,18,0,0,Other,,,,0,,,16,108,0,
org.jodd,jodd-http,5.0.0,https://github.com/oblac/jodd,4064,722,3,70,263,0,0,"BSD 2-Clause ""Simplified"" License",,,,0,,https://jodd.org,37,780,0,
org.jline,jline-parent,3.2.0,http://github.com/jline/jline3,1474,216,28,116,44,0,0,Other,,,,0,,,11,1057,0,
org.jetbrains.kotlin,kotlin-stdlib,0.0.1-test-deploy,https://github.com/JetBrains/kotlin.git,48984,5724,183,1007,1497,0,0,,,,,0,,https://kotlinlang.org,237,5147,0,
org.jitsi,dnssecjava,1.0,https://github.com/ibauersachs/dnssecjava,43,15,0,5,21,0,0,Other,,,,0,,,2,26,0,
org.jeasy,easy-rules-mvel,4.1.0,https://github.com/j-easy/easy-rules.git,4882,1054,86,35,227,0,0,MIT License,,,,0,,https://github.com/j-easy/easy-rules/wiki,10,344,0,
org.keycloak,keycloak-parent,1.0-alpha-1-12062013,http://github.com/keycloak/keycloak/tree/master/,22666,6656,1911,1468,375,0,0,Apache License 2.0,,,,0,,https://www.keycloak.org,64,26977,0,
org.keycloak,keycloak-parent,9.0.0,https://github.com/keycloak/keycloak/tree/master/,22666,6656,1911,1468,375,0,0,Apache License 2.0,,,,0,,https://www.keycloak.org,64,26977,0,
org.jsoup,jsoup,0.2.1b,http://github.com/jhy/jsoup,10897,2175,61,127,393,0,0,MIT License,,,,0,,https://jsoup.org,14,2106,0,
org.mitre,openid-connect-parent,0.9.0,https://github.com/mitreid-connect/OpenID-Connect-Java-Spring-Server.git,1480,766,266,90,121,0,0,Other,,,,0,,,0,1331,0,
org.matrix.android,matrix-android-sdk2,0.0.2,https://github.com/matrix-org/matrix-android-sdk2,189,48,0,4,18,0,0,Apache License 2.0,,,,0,,,52,9,0,
org.mongodb,mongodb-driver,3.11.0,https://github.com/mongodb/mongo-java-driver,2609,1478,17,225,218,0,0,Apache License 2.0,,,,0,,https://www.mongodb.com/docs/drivers/java/sync/current/,145,1506,0,
org.mock-server,mockserver,1.2,https://github.com/jamesdbloom/mockservice.git,4584,1073,265,124,125,0,0,Apache License 2.0,,,,0,,http://mock-server.com,0,1646,0,
org.mule.runtime,mule,4.0.0-BETA.4,https://github.com/mulesoft/mule,437,679,44,207,363,0,0,Other,,,,0,,,0,13845,0,
org.neo4j,neo4j-enterprise,3.4.0,https://github.com/neo4j/neo4j,13206,2378,315,360,523,0,0,GNU General Public License v3.0,,,,0,,http://neo4j.com,72,13118,0,
org.noear,solon,1.0.1,https://github.com/noear/solon,2247,222,17,95,34,0,0,Apache License 2.0,,,,0,,https://solon.noear.org,131,272,0,
org.ngrinder,ngrinder-core,3.5.2,https://github.com/naver/ngrinder,2001,477,121,60,121,0,0,Apache License 2.0,,,,0,,naver.github.io/ngrinder,18,758,0,
org.neo4j.procedure,apoc-core,5.0.0,http://github.com/neo4j/apoc,88,27,125,164,43,0,0,Apache License 2.0,,,,0,,,33,534,0,
org.neo4j.procedure,apoc,1.0.0-RC1,https://github.com/neo4j-contrib/neo4j-apoc-procedures,1701,494,151,151,74,0,0,Apache License 2.0,,,,0,,https://neo4j.com/labs/apoc,177,4026,0,
org.openapitools,openapi-generator-project,3.0.0,https://github.com/openapitools/openapi-generator,21488,6504,4896,3274,220,0,0,Apache License 2.0,,,,0,,https://openapi-generator.tech,66,14799,0,
org.opencastproject,base,6.6,https://github.com/opencast/opencast/,390,231,289,263,37,0,0,Educational Community License v2.0,,,,0,,https://opencast.org,144,5907,0,
org.opencrx,opencrx-core-config,4.3.0,https://github.com/opencrx/opencrx/tree/master,64,31,0,3,14,0,0,,,,,0,,,14,107,0,
org.opencms,opencms-core,8.0.3,https://github.com/alkacon/opencms-core.git,525,576,2,100,98,0,0,GNU Lesser General Public License v2.1,,,,0,,http://www.opencms.org,31,805,0,
org.openrefine,main,3.6-beta1,http://github.com/OpenRefine/OpenRefine,10820,1947,664,371,471,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",,,,0,,https://openrefine.org/,60,6179,0,
org.opensearch.plugin,opensearch-security,2.1.0.0,https://github.com/opensearch-project/security.git,191,272,256,160,26,0,0,Apache License 2.0,,,,0,,https://opensearch.org/docs/latest/security-plugin/index/,62,4439,0,
org.opennms,opennms,31.0.3,https://github.com/OpenNMS/opennms,955,576,56,271,92,0,0,Other,,,,0,,http://www.opennms.org/,121,7397,0,
org.postgresql,postgresql,9.2-1002-jdbc4,https://github.com/pgjdbc/pgjdbc.git,1487,847,533,317,92,0,0,"BSD 2-Clause ""Simplified"" License",,,,0,,http://jdbc.postgresql.org,58,2763,0,
org.opensearch,opensearch,1.0.0,https://github.com/opensearch-project/OpenSearch.git,9622,1765,1886,1981,142,0,0,Apache License 2.0,,,,0,,https://opensearch.org/docs/latest/opensearch/index/,48,13819,0,
org.postgresql,postgresql,9.4.1212.jre7,https://github.com/pgjdbc/pgjdbc-jre7,2,6,1,6,10,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",,,,0,,,0,9,0,
org.owasp,dependency-check-ant,9.0.0,https://github.com/jeremylong/DependencyCheck/tree/main/ant,6344,1267,562,337,176,0,0,Apache License 2.0,,,,0,,https://owasp.org/www-project-dependency-check/,75,6439,0,
org.owasp,dependency-check-cli,9.0.0,https://github.com/jeremylong/DependencyCheck/tree/main/cli,6344,1267,562,337,176,0,0,Apache License 2.0,,,,0,,https://owasp.org/www-project-dependency-check/,75,6439,0,
org.powernukkit,powernukkit,1.1.1.0-PN,https://github.com/PowerNukkit/PowerNukkit,237,61,273,207,20,0,0,GNU General Public License v3.0,,,,0,,,26,1127,0,
org.postgresql,pgjdbc-aggregate,9.4.1207,https://github.com/pgjdbc/pgjdbc,1487,847,533,317,92,0,0,"BSD 2-Clause ""Simplified"" License",,,,0,,http://jdbc.postgresql.org,58,2763,0,
org.owasp,dependency-check-maven,9.0.0,https://github.com/jeremylong/DependencyCheck/tree/master/maven,6344,1267,562,337,176,0,0,Apache License 2.0,,,,0,,https://owasp.org/www-project-dependency-check/,75,6439,0,
org.rundeck,rundeck,4.13.0-20230515,https://github.com/rundeck/rundeck,5517,915,716,259,203,0,0,Apache License 2.0,,,,0,,http://rundeck.org,95,8636,0,
org.rundeck,rundeck-core,1.4.4,https://github.com/dtolabs/rundeck,5517,915,716,259,203,0,0,Apache License 2.0,,,,0,,http://rundeck.org,95,8636,0,
org.scala-sbt,sbt,0.99.2,https://github.com/sbt/sbt,4797,935,825,416,170,0,0,Apache License 2.0,,,,0,,https://scala-sbt.org,134,6728,0,
org.scala-sbt,io_3,1.6.0-M2,https://github.com/sbt/io,40,47,16,44,10,0,0,Apache License 2.0,,,,0,,,63,356,0,
org.scala-lang,scala-library,2.13.0,https://github.com/scala/scala.git,14325,3119,23,705,718,0,0,Apache License 2.0,,,,0,,https://www.scala-lang.org/,76,10784,0,
org.springframework.boot,spring-boot-starter-webflux,2.0.0.RELEASE,http://github.com/spring-projects/spring-boot/spring-boot-starters/spring-boot-starter-webflux,74767,40589,528,1392,3356,0,0,Apache License 2.0,,,,0,,https://spring.io/projects/spring-boot,286,41474,0,
org.springframework.boot,spring-boot-loader-classic,3.2.0,https://github.com/spring-projects/spring-boot,74767,40589,528,1392,3356,0,0,Apache License 2.0,,,,0,,https://spring.io/projects/spring-boot,286,41474,0,
org.sonatype.nexus.ci,nexus-jenkins-plugin,1.2.20170404-163441.794de4c,https://github.com/jenkinsci/nexus-platform-plugin,30,56,0,1,14,0,0,,,,,0,,,40,312,0,
org.springframework.batch,spring-batch-core,4.0.0.RELEASE,https://github.com/spring-projects/spring-batch,2704,2337,309,237,237,0,0,Apache License 2.0,,,,0,,http://projects.spring.io/spring-batch/,47,4322,0,
org.springframework.boot,spring-boot-actuator-autoconfigure,2.0.0.RELEASE,http://github.com/spring-projects/spring-boot/spring-boot-actuator-autoconfigure,74767,40589,528,1392,3356,0,0,Apache License 2.0,,,,0,,https://spring.io/projects/spring-boot,286,41474,0,
org.soot-oss,soot,4.1.0,https://github.com/soot-oss/soot,2870,706,429,200,101,0,0,GNU Lesser General Public License v2.1,,,,0,,,2,1652,0,
org.springframework.amqp,spring-amqp,2.2.0.RELEASE,https://github.com/spring-projects/spring-amqp,809,621,30,138,58,0,0,Apache License 2.0,,,,0,,https://spring.io/projects/spring-amqp,148,2788,0,
org.springframework.integration,spring-integration-core,4.3.0.RELEASE,https://github.com/spring-projects/spring-integration,1538,1105,127,300,138,0,0,Apache License 2.0,,,,0,,http://projects.spring.io/spring-integration/,174,9361,0,
org.springframework,spring-framework-bom,4.0.0.RELEASE,https://github.com/SpringSource/spring-framework,56352,38028,264,1079,3331,0,0,Apache License 2.0,,,,0,,https://spring.io/projects/spring-framework,312,30521,0,
org.springframework,spring-webflux,5.0.0.RELEASE,https://github.com/spring-projects/spring-framework,56352,38028,264,1079,3331,0,0,Apache License 2.0,,,,0,,https://spring.io/projects/spring-framework,312,30521,0,
org.springframework.integration,spring-integration-zip,1.0.0.RELEASE,https://github.com/spring-projects/spring-integration-extensions,280,266,7,48,50,0,0,,,,,0,,http://www.springintegration.org/,0,253,0,
org.testng,testng,6.13,http://github.com/cbeust/testng,1981,1017,272,268,180,0,0,Apache License 2.0,,,,0,,https://testng.org,10,2892,0,
org.springframework.security,spring-security-oauth2-authorization-server,0.2.0,https://github.com/spring-projects/spring-security,8752,5876,929,879,427,0,0,Apache License 2.0,,,,0,,http://spring.io/projects/spring-security,193,14902,0,
org.springframework.data,spring-data-rest-core,1.0.0.RELEASE,http://github.com/SpringSource/spring-data-rest,914,561,789,84,117,0,0,Apache License 2.0,,,,0,,https://spring.io/projects/spring-data-rest,135,1620,0,
org.springframework.session,spring-session-core,3.0.0,https://github.com/spring-projects/spring-session,1859,1113,181,102,150,0,0,Apache License 2.0,,,,0,,https://spring.io/projects/spring-session,80,3032,0,
org.springframework.cloud,spring-cloud-function-context,1.0.0.RELEASE,https://github.com/spring-cloud/spring-cloud-build/spring-cloud-function-parent/spring-cloud-function-context,191,284,23,41,35,0,0,Apache License 2.0,,,,0,,,6,328,0,
org.springframework.hateoas,spring-hateoas,0.1.0.RELEASE,https://github.com/SpringSource/spring-hateoas,1032,477,262,79,103,0,0,Apache License 2.0,,,,0,,https://spring.io/projects/spring-hateoas,82,1948,0,
org.springframework.credhub,spring-credhub-core,1.0.0.RELEASE,https://github.com/spring-projects/spring-credhub,27,43,2,15,10,0,0,Apache License 2.0,,,,0,,,26,314,0,
org.springframework.cloud,spring-cloud-gateway,1.0.0.RELEASE,https://github.com/spring-cloud-incubator/spring-cloud-gateway,4510,3313,438,240,215,0,0,Apache License 2.0,,,,0,,http://cloud.spring.io,17,3075,0,
org.springframework.cloud,spring-cloud-gateway,2.2.0.RELEASE,https://github.com/spring-cloud/spring-cloud-gateway,4510,3313,438,240,215,0,0,Apache License 2.0,,,,0,,http://cloud.spring.io,17,3075,0,
org.springframework.webflow,spring-webflow,2.4.0.RELEASE,https://github.com/SpringSource/spring-webflow,326,231,430,30,46,0,0,Apache License 2.0,,,,0,,https://spring.io/projects/spring-webflow,2,1376,0,
org.springframework.data,spring-data-jpa,1.0.0.RELEASE,https://github.com/SpringSource/spring-data-jpa,2986,1411,153,150,202,0,0,Apache License 2.0,,,,0,,https://spring.io/projects/spring-data-jpa/,135,3444,0,
org.springframework.kafka,spring-kafka,2.8.0,https://github.com/spring-projects/spring-kafka,2168,1551,51,215,159,0,0,Apache License 2.0,,,,0,,https://projects.spring.io/spring-kafka,216,3297,0,
org.springframework.cloud,spring-cloud-netflix,2.1.0.RELEASE,https://github.com/spring-cloud/spring-cloud-netflix,4867,2437,100,263,366,0,0,Apache License 2.0,,,,0,,http://cloud.spring.io/spring-cloud-netflix/,14,4186,0,
org.springframework.cloud,spring-cloud-openfeign-core,2.2.0.RELEASE,https://github.com/spring-cloud/spring-cloud-openfeign/spring-cloud-openfeign-core,1203,779,45,258,58,0,0,Apache License 2.0,,,,0,,,11,1046,0,
org.springframework.graphql,spring-graphql,1.1.0,https://github.com/spring-projects/spring-graphql,1519,300,34,53,42,0,0,Apache License 2.0,,,,0,,https://spring.io/projects/spring-graphql,36,1021,0,
org.torpedoquery,org.torpedoquery,1.2.0,https://github.com/xjodoin/torpedoquery,80,19,7,19,14,0,0,Apache License 2.0,,,,0,,torpedoquery.org,0,53,0,
org.typelevel,grackle-core_2.13,0.15.0,https://github.com/typelevel/grackle,176,25,22,27,19,0,0,Apache License 2.0,,,,0,,http://typelevel.org/grackle/,50,639,0,
org.webjars.bower,angular,1.3.14,https://github.com/angular/bower-angular,225,242,0,12,36,0,0,MIT License,,,,0,,,0,23,0,
org.vivoweb,vitro-project,1.9.0-alpha-1,https://github.com/vivo-project/Vitro.git,96,85,19,81,18,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",,,,0,,,17,458,0,
org.webjars.bowergithub.wycats,handlebars.js,4.1.1,https://github.com/wycats/handlebars.js,17963,2043,94,198,450,0,0,MIT License,,,,0,,http://handlebarsjs.com,1,1851,0,
org.webjars.npm,bootstrap,3.3.5,https://github.com/twbs/bootstrap,170365,78799,631,1624,6738,0,0,MIT License,,,,0,,https://getbootstrap.com,89,37243,0,
org.webjars.npm,dicer,0.2.5,https://github.com/mscdex/dicer,186,36,8,4,16,0,0,MIT License,,,,0,,,0,28,0,
org.webjars.npm,angular,1.3.15,https://github.com/angular/angular.js,58834,27511,463,1854,3773,0,0,MIT License,,,,0,,https://angularjs.org,0,16569,0,
org.webjars.bowergithub.vaadin,vaadin-menu-bar,1.0.0,https://github.com/vaadin/vaadin-menu-bar,6,4,0,13,9,0,0,Apache License 2.0,,,,0,,,26,141,0,
org.webjars.npm,dset,3.0.0,https://github.com/lukeed/dset,759,25,9,9,11,0,0,MIT License,,,,0,,,8,37,0,
org.webjars.npm,jquery,1.11.3,https://github.com/jquery/jquery,59181,20596,89,341,3172,0,0,MIT License,,,,0,,https://jquery.com,10,5280,0,
org.webjars.npm,json,9.0.6,https://github.com/trentm/json,1557,122,50,15,29,0,0,Other,,,,0,,https://trentm.com/json,0,118,0,
org.webjars.npm,jquery-ui,1.10.4,https://github.com/jquery/jquery-ui,11248,5326,122,368,642,0,0,Other,,,,0,,https://jqueryui.com,5,2132,0,
org.webjars.npm,jquery,1.7.3,https://github.com/UncoolAJ86/node-jquery,431,66,3,16,28,0,0,MIT License,,,,0,,http://jquery.com,0,73,0,
org.webjars.npm,thenify,3.1.0,https://github.com/thenables/thenify,108,17,2,8,4,0,0,MIT License,,,,0,,,0,29,0,
org.webjars.npm,http-cache-semantics,3.8.1,https://github.com/kornelski/http-cache-semantics,244,27,10,8,7,0,0,"BSD 2-Clause ""Simplified"" License",,,,0,,http://httpwg.org/specs/rfc7234.html,0,34,0,
org.webjars,handlebars,1.0.rc.1,http://github.com/webjars/handlebars,2,6,0,7,3,0,0,,,,,0,,,0,22,0,
org.webjars.npm,xlsx,0.8.0,https://github.com/SheetJS/js-xlsx,35023,7997,130,203,613,0,0,Apache License 2.0,,,,0,,https://sheetjs.com/,0,2578,0,
org.wildfly.bom,wildfly,11.0.0.Alpha1,http://github.com/wildfly/boms,53,66,0,41,14,0,0,Apache License 2.0,,,,0,,,7,123,0,
org.webjars,swagger-ui,2.0.12,http://github.com/webjars/swagger-ui,50,14,1,11,5,0,0,,,,,0,,,0,211,0,
org.webjars,bootstrap,4.0.0,http://github.com/webjars/bootstrap,44,44,3,16,12,0,0,,,,,0,,,0,184,0,
org.webjars.npm,vuetify,2.0.0-beta.4,https://github.com/vuetifyjs/vuetify,39737,6949,856,1046,590,0,0,MIT License,,,,0,,https://vuetifyjs.com,566,18728,0,
org.wiremock,wiremock,3.0.0-beta-11,https://github.com/wiremock/wiremock,6310,1424,418,281,139,0,0,Apache License 2.0,,,,0,,https://wiremock.org/,44,2437,0,
org.wso2.am,am-parent,1.10.0,https://github.com/wso2/product-apim.git,838,783,1470,253,175,0,0,Apache License 2.0,,,,0,,http://wso2.github.io/,172,11858,0,
org.xbib.elasticsearch,log4j,6.3.2.1,https://github.com/jprante/elasticsearch-libs,0,0,0,1,2,0,0,,,,,0,,,0,0,0,
org.wso2.carbon.registry,carbon-registry,4.6.11,https://github.com/wso2/carbon-registry.git,47,218,21,139,266,0,0,Apache License 2.0,,,,0,,,9,407,0,
org.zaproxy,zap,2.5.0,https://github.com/zaproxy/zaproxy,12577,2249,815,250,394,0,0,Apache License 2.0,,,,0,,https://www.zaproxy.org,11,7804,0,
org.yamcs,yamcs,0.29.3,http://github.com/yamcs/yamcs,185,79,88,42,24,0,0,GNU Affero General Public License v3.0,,,,0,,https://yamcs.org,136,824,0,
org.wso2.transport.http,org.wso2.transport.http.netty,6.0.50,https://github.com/wso2/transport-http.git,45,66,8,77,127,0,0,Apache License 2.0,,,,0,,,0,465,0,
org.xwiki.commons,xwiki-commons,3.2-milestone-3,https://github.com/xwiki/xwiki-commons,88,125,30,88,27,0,0,GNU Lesser General Public License v2.1,,,,0,,http://commons.xwiki.org,0,1091,0,
pl.allegro.tech.hermes,hermes-management,0.7.2,https://github.com/allegro/hermes,812,210,37,168,33,0,0,Other,,,,0,,http://hermes.allegro.tech,194,1864,0,
ru.yandex.clickhouse,clickhouse-jdbc-bridge,1.2.0,https://github.com/ClickHouse/clickhouse-jdbc-bridge,167,60,37,16,17,0,0,Apache License 2.0,,,,0,,,10,147,0,
tech.powerjob,powerjob,3.0.0,https://github.com/PowerJob/PowerJob,6785,1194,274,35,123,0,0,Apache License 2.0,,,,0,,http://www.powerjob.tech/,49,725,0,
software.amazon.awssdk.iotdevicesdk,aws-iot-device-sdk,0.2.3,http://github.com/awslabs/aws-iot-device-sdk-java-v2/tree/master,113,76,8,32,26,0,0,Apache License 2.0,,,,0,,,108,553,0,
software.amazon.ion,ion-java,1.0.0,https://github.com/amznlabs/ion-java.git,864,110,157,43,39,0,0,Apache License 2.0,,,,0,,https://amazon-ion.github.io/ion-docs/,48,798,0,
software.amazon.cryptography,aws-database-encryption-sdk-dynamodb,3.0.0-preview-1,https://github.com/aws/aws-database-encryption-sdk-dynamodb-java.git,18,11,23,14,10,0,0,Apache License 2.0,,,,0,,,14,1393,0,
top.tangyh.basic,lamp-util,3.4.0,https://github.com/zuihou/lamp-util.git,313,165,2,5,7,0,0,Apache License 2.0,,,,0,,http://tangyh.top,4,11,0,
