Date,Monthly Value,Accumulated Value
2015-02,1,1
2015-06,1,2
2015-10,2,4
2015-11,1,5
2015-12,1,6
2016-05,1,7
2016-09,6,13
2016-10,1,14
2017-07,1,15
2019-01,1,16
2019-08,1,17
2019-11,4,21
2020-02,4,25
2020-05,1,26
2021-01,1,27
2022-03,1,28
2022-04,23,51
2022-05,24,75
2022-06,9,84
2022-07,4,88
2022-08,1,89
2022-09,3,92
2022-10,3,95
2022-12,5,100
2023-02,1,101
2023-03,11,112
2023-04,2,114
2023-06,1,115
2023-07,1,116
2023-08,1,117
2023-09,1,118
